Time(s),Velocity(m/s),Accel(m/s^2),Pressure(kPa),Altitude(m)
28.94894895,73.48528529,-9.38984985,73.75102102,2589.132763
29.00900901,72.91531532,-9.310990991,73.73954955,2593.423063
29.06906907,72.28408408,-9.384264264,,2597.176817
29.12912913,71.65285285,-9.457537538,,2600.930571
29.18918919,71.02162162,-9.530810811,,2604.684324
,70.39039039,-9.604084084,73.46087087,2608.438078
,69.75915916,-9.677357357,73.3912012,2612.191832
,69.12792793,-9.750630631,73.32153153,2615.945586
,68.4966967,,73.25186186,
29.48948949,67.86546547,,73.18219219,
29.54954955,67.23423423,,73.11252252,
29.60960961,66.603003,,73.04285285,2630.960601
29.66966967,65.97177177,,72.97318318,2634.714354
29.72972973,65.34054054,-10.19027027,72.90351351,2638.468108
29.78978979,,-10.26354354,72.83384384,2642.221862
29.84984985,,-10.33681682,72.76417417,2645.975616
29.90990991,,-10.41009009,72.6945045,2649.729369
29.96996997,,-10.48336336,72.62483483,2653.483123
30.03003003,,-10.54822823,72.56117117,2656.892733
30.09009009,61.46756757,-10.60468468,72.50351351,2659.958198
,60.77927928,-10.66114114,72.44585586,2663.023664
,60.09099099,-10.7175976,72.3881982,2666.089129
,59.4027027,-10.77405405,72.33054054,2669.154595
30.33033033,58.71441441,-10.83051051,72.27288288,2672.22006
30.39039039,58.02612613,-10.88696697,72.21522523,2675.285526
30.45045045,57.33783784,-10.94342342,72.15756757,2678.350991
30.51051051,56.64954955,-10.99987988,72.09990991,2681.416456
30.57057057,55.96126126,-11.05633634,72.04225225,2684.481922
30.63063063,55.27297297,-11.11279279,71.98459459,2687.547387
30.69069069,54.58468468,-11.16924925,71.92693694,2690.612853
30.75075075,53.8963964,-11.22570571,71.86927928,2693.678318
30.81081081,53.20810811,-11.28216216,71.81162162,2696.743784
30.87087087,52.51981982,-11.33861862,71.75396396,2699.809249
30.93093093,51.83153153,-11.39507508,71.69630631,2702.874715
30.99099099,51.14324324,-11.45153153,71.63864865,2705.94018
31.05105105,50.60147147,-11.31297297,71.67543544,2708.567117
31.11111111,50.08555556,-11.14,71.72888889,2711.116667
31.17117117,49.56963964,-10.96702703,71.78234234,2713.666216
31.23123123,49.05372372,-10.79405405,71.8357958,2716.215766
31.29129129,48.53780781,-10.62108108,71.88924925,2718.765315
31.35135135,48.02189189,-10.44810811,71.9427027,2721.314865
31.41141141,47.50597598,-10.27513514,71.99615616,2723.864414
31.47147147,46.99006006,-10.10216216,72.04960961,2726.413964
31.53153153,46.47414414,-9.929189189,72.10306306,2728.963514
31.59159159,45.95822823,-9.756216216,72.15651652,2731.513063
31.65165165,45.44231231,-9.583243243,72.20996997,2734.062613
31.71171171,44.9263964,-9.41027027,72.26342342,2736.612162
31.77177177,44.41048048,-9.237297297,72.31687688,2739.161712
31.83183183,43.89456456,-9.064324324,72.37033033,2741.711261
31.89189189,43.37864865,-8.891351351,72.42378378,2744.260811
31.95195195,42.86273273,-8.718378378,72.47723724,2746.81036
32.01201201,42.33108108,-8.595975976,72.51099099,2749.240991
32.07207207,41.73648649,-8.675855856,72.46594595,2751.195946
32.13213213,41.14189189,-8.755735736,72.4209009,2753.150901
32.19219219,40.5472973,-8.835615616,72.37585586,2755.105856
32.25225225,39.9527027,-8.915495495,72.33081081,2757.060811
32.31231231,39.35810811,-8.995375375,72.28576577,2759.015766
32.37237237,38.76351351,-9.075255255,72.24072072,2760.970721
32.43243243,38.16891892,-9.155135135,72.19567568,2762.925676
32.49249249,37.57432432,-9.235015015,72.15063063,2764.880631
32.55255255,36.97972973,-9.314894895,72.10558559,2766.835586
32.61261261,36.38513514,-9.394774775,72.06054054,2768.790541
32.67267267,35.79054054,-9.474654655,72.0154955,2770.745495
32.73273273,35.19594595,-9.554534535,71.97045045,2772.70045
32.79279279,34.60135135,-9.634414414,71.92540541,2774.655405
32.85285285,34.00675676,-9.714294294,71.88036036,2776.61036
32.91291291,33.41216216,-9.794174174,71.83531532,2778.565315
32.97297297,32.81756757,-9.874054054,71.79027027,2780.52027
33.03303303,32.24411411,-9.888528529,71.74522523,2782.169339
33.09309309,31.68795796,-9.849489489,71.70018018,2783.568138
33.15315315,31.1318018,-9.81045045,71.65513514,2784.966937
33.21321321,30.57564565,-9.771411411,,2786.365736
33.27327327,30.01948949,-9.732372372,,2787.764535
33.33333333,29.46333333,-9.693333333,,2789.163333
33.39339339,28.90717718,-9.654294294,,
33.45345345,28.35102102,-9.615255255,,
33.51351351,27.79486486,-9.576216216,,
33.57357357,27.23870871,-9.537177177,71.33981982,
33.63363363,26.68255255,-9.498138138,71.29477477,
33.69369369,26.1263964,-9.459099099,71.24972973,2797.556126
33.75375375,,-9.42006006,71.20468468,2798.954925
33.81381381,,-9.381021021,71.15963964,2800.353724
33.87387387,,-9.341981982,71.11459459,2801.752523
33.93393393,,-9.302942943,71.06954955,2803.151321
33.99399399,,-9.263903904,71.0245045,2804.55012
34.05405405,,-9.26,71.07243243,2805.448378
34.11411411,,-9.26,71.13069069,2806.291021
34.17417417,,-9.26,71.18894895,2807.133664
34.23423423,,-9.26,71.24720721,2807.976306
34.29429429,20.56483483,-9.26,71.30546547,2808.818949
34.35435435,20.00867868,-9.26,71.36372372,2809.661592
34.41441441,19.45252252,-9.26,71.42198198,2810.504234
34.47447447,18.89636637,-9.26,71.48024024,2811.346877
34.53453453,18.34021021,-9.26,71.5384985,2812.18952
34.59459459,17.78405405,-9.26,71.59675676,2813.032162
34.65465465,17.2278979,-9.26,71.65501502,2813.874805
34.71471471,16.67174174,-9.26,71.71327327,2814.717447
34.77477477,16.11558559,-9.26,71.77153153,2815.56009
34.83483483,15.55942943,-9.26,71.82978979,2816.402733
34.89489489,15.00327327,-9.26,71.88804805,2817.245375
34.95495495,14.44711712,-9.26,71.94630631,2818.088018
35.01501502,13.8821021,-9.268858859,71.98954955,2818.782763
35.07507508,13.29051051,-9.304294294,71.98774775,2819.033814
35.13513514,12.69891892,-9.33972973,71.98594595,2819.284865
35.1951952,12.10732733,-9.375165165,71.98414414,2819.535916
35.25525526,11.51573574,-9.410600601,71.98234234,2819.786967
35.31531532,10.92414414,-9.446036036,71.98054054,2820.038018
,10.33255255,-9.481471471,71.97873874,2820.289069
,9.740960961,-9.516906907,71.97693694,2820.54012
,9.149369369,-9.552342342,71.97513514,2820.791171
,8.557777778,-9.587777778,71.97333333,2821.042222
35.61561562,7.966186186,-9.623213213,71.97153153,2821.293273
35.67567568,7.374594595,-9.658648649,71.96972973,2821.544324
35.73573574,6.783003003,-9.694084084,71.96792793,2821.795375
35.7957958,6.191411411,-9.72951952,71.96612613,2822.046426
35.85585586,5.59981982,-9.764954955,71.96432432,2822.297477
35.91591592,,-9.80039039,71.96252252,2822.548529
35.97597598,,-9.835825826,71.96072072,2822.79958
36.03603604,,-9.98981982,,2822.555495
36.0960961,,-10.22285285,,2821.981321
36.15615616,2.035975976,-10.45588589,,2821.407147
36.21621622,1.211351351,-10.68891892,,2820.832973
36.27627628,0.386726727,-10.92195195,71.88264264,2820.258799
36.33633634,-0.437897898,-11.15498498,71.86582583,2819.684625
36.3963964,-1.262522523,-11.38801802,71.84900901,2819.11045
36.45645646,-2.087147147,-11.62105105,71.83219219,2818.536276
36.51651652,-2.911771772,-11.85408408,71.81537538,2817.962102
36.57657658,-3.736396396,-12.08711712,71.79855856,2817.387928
36.63663664,-4.561021021,-12.32015015,71.78174174,2816.813754
36.6966967,-5.385645646,-12.55318318,71.76492492,2816.23958
36.75675676,-6.21027027,-12.78621622,71.74810811,2815.665405
36.81681682,-7.034894895,-13.01924925,71.73129129,2815.091231
36.87687688,-7.85951952,-13.25228228,71.71447447,2814.517057
36.93693694,-8.684144144,-13.48531532,71.69765766,2813.942883
36.996997,-9.508768769,-13.71834835,71.68084084,2813.368709
37.05705706,-10.10174174,-13.49834835,71.65774775,2811.967778
37.11711712,-10.68252252,-13.2545045,71.63432432,2810.523333
37.17717718,-11.2633033,-13.01066066,71.6109009,2809.078889
37.23723724,-11.84408408,-12.76681682,71.58747748,2807.634444
37.2972973,-12.42486486,-12.52297297,71.56405405,2806.19
37.35735736,-13.00564565,-12.27912913,71.54063063,2804.745556
37.41741742,-13.58642643,-12.03528529,71.51720721,2803.301111
37.47747748,-14.16720721,-11.79144144,71.49378378,2801.856667
37.53753754,-14.74798799,-11.5475976,71.47036036,2800.412222
37.5975976,-15.32876877,-11.30375375,71.44693694,2798.967778
37.65765766,-15.90954955,-11.05990991,71.42351351,2797.523333
37.71771772,-16.49033033,-10.81606607,71.40009009,2796.078889
37.77777778,-17.07111111,-10.57222222,71.37666667,2794.634444
37.83783784,-17.65189189,-10.32837838,71.35324324,2793.19
37.8978979,-18.23267267,-10.08453453,71.32981982,2791.745556
37.95795796,-18.81345345,-9.840690691,71.3063964,2790.301111
38.01801802,-19.39405405,-9.66981982,71.27936937,2788.856667
38.07807808,,-9.669219219,71.24393393,2787.412222
38.13813814,,-9.668618619,71.2084985,2785.967778
38.1981982,,-9.668018018,71.17306306,2784.523333
38.25825826,,-9.667417417,71.13762763,2783.078889
38.31831832,,-9.666816817,71.10219219,2781.634444
38.37837838,,-9.666216216,71.06675676,2780.19
38.43843844,,-9.665615616,71.03132132,2778.745556
38.4984985,,-9.665015015,70.99588589,2777.301111
38.55855856,,-9.664414414,70.96045045,2775.856667
38.61861862,-25.19585586,-9.663813814,70.92501502,2774.412222
38.67867868,-25.77603604,-9.663213213,70.88957958,2772.967778
38.73873874,-26.35621622,-9.662612613,70.85414414,2771.523333
38.7987988,-26.9363964,-9.662012012,70.81870871,2770.078889
,-27.51657658,-9.661411411,,2768.634444
,-28.09675676,-9.660810811,,2767.19
,-28.67693694,-9.66021021,,2765.745556
,-29.27546547,-9.678348348,,2763.717087
,-29.88387387,-9.706576577,,2761.374144
,-30.49228228,-9.734804805,,2759.031201
,-31.10069069,-9.763033033,,2756.688258
39.27927928,-31.7090991,-9.791261261,,2754.345315
39.33933934,-32.31750751,-9.819489489,71.2157958,2752.002372
39.3993994,-32.92591592,-9.847717718,71.30708709,2749.659429
39.45945946,-33.53432432,-9.875945946,71.39837838,2747.316486
39.51951952,-34.14273273,-9.904174174,71.48966967,2744.973544
39.57957958,-34.75114114,-9.932402402,71.58096096,2742.630601
39.63963964,-35.35954955,-9.960630631,71.67225225,2740.287658
39.6996997,-35.96795796,-9.988858859,71.76354354,2737.944715
39.75975976,-36.57636637,-10.01708709,71.85483483,2735.601772
39.81981982,-37.18477477,-10.04531532,71.94612613,2733.258829
39.87987988,-37.79318318,-10.07354354,72.03741742,2730.915886
39.93993994,-38.40159159,-10.10177177,72.12870871,2728.572943
40,,,72.22,2726.23
40.06006006,,,72.2193994,2723.100571
40.12012012,,,72.2187988,2719.971141
40.18018018,,,72.2181982,2716.841712
40.24024024,,,72.2175976,2713.712282
40.3003003,,,72.216997,2710.582853
40.36036036,,,72.2163964,2707.453423
40.42042042,,,72.2157958,2704.323994
40.48048048,,,72.2151952,2701.194565
40.54054054,,,72.21459459,2698.065135
40.6006006,-43.56855856,-8.598468468,72.21399399,2694.935706
40.66066066,-44.02441441,-8.445315315,72.21339339,2691.806276
40.72072072,-44.48027027,-8.292162162,72.21279279,2688.676847
40.78078078,-44.93612613,-8.139009009,72.21219219,2685.547417
40.84084084,-45.39198198,-7.985855856,72.21159159,2682.417988
40.9009009,-45.84783784,-7.832702703,72.21099099,2679.288559
40.96096096,-46.30369369,-7.67954955,72.21039039,2676.159129
41.02102102,-46.83144144,-7.652102102,72.22114114,2673.0297
41.08108108,-47.4927027,-7.858108108,72.25297297,2669.90027
41.14114114,-48.15396396,-8.064114114,72.2848048,2666.770841
41.2012012,-48.81522523,-8.27012012,72.31663664,2663.641411
41.26126126,-49.47648649,-8.476126126,72.34846847,2660.511982
41.32132132,-50.13774775,-8.682132132,72.3803003,2657.382553
41.38138138,-50.79900901,-8.888138138,72.41213213,2654.253123
41.44144144,-51.46027027,-9.094144144,72.44396396,2651.123694
41.5015015,-52.12153153,-9.30015015,72.4757958,2647.994264
41.56156156,-52.78279279,-9.506156156,72.50762763,2644.864835
41.62162162,-53.44405405,-9.712162162,72.53945946,2641.735405
41.68168168,-54.10531532,-9.918168168,72.57129129,2638.605976
41.74174174,-54.76657658,-10.12417417,72.60312312,2635.476547
41.8018018,-55.42783784,-10.33018018,72.63495495,2632.347117
41.86186186,-56.0890991,-10.53618619,72.66678679,2629.217688
41.92192192,-56.75036036,-10.74219219,72.69861862,2626.088258
41.98198198,-57.41162162,-10.9481982,72.73045045,2622.958829
42.04204204,-57.96441441,-10.90153153,72.78288288,2619.243544
42.1021021,-58.47072072,-10.74657658,72.84414414,2615.277177
42.16216216,-58.97702703,-10.59162162,72.90540541,2611.310811
42.22222222,-59.48333333,-10.43666667,72.96666667,2607.344444
42.28228228,-59.98963964,-10.28171171,73.02792793,2603.378078
42.34234234,-60.49594595,-10.12675676,73.08918919,2599.411712
42.4024024,-61.00225225,-9.971801802,73.15045045,2595.445345
42.46246246,-61.50855856,-9.816846847,73.21171171,2591.478979
42.52252252,-62.01486486,-9.661891892,73.27297297,2587.512613
42.58258258,-62.52117117,-9.506936937,73.33423423,2583.546246
42.64264264,-63.02747748,-9.351981982,73.3954955,2579.57988
42.7027027,-63.53378378,,,2575.613514
42.76276276,-64.04009009,,,2571.647147
42.82282282,-64.5463964,,,2567.680781
42.88288288,-65.0527027,,,2563.714414
42.94294294,-65.55900901,,,2559.748048
43.003003,-66.0481006,,,2555.74988
43.06306306,-66.21011261,,,2551.147477
43.12312312,-66.37212462,,,2546.545075
43.18318318,-66.53413664,,,2541.942673
43.24324324,-66.69614865,,,2537.34027
43.3033033,-66.85816066,-9.085135135,74.00264264,2532.737868
43.36336336,-67.02017267,-9.214864865,74.05069069,2528.135465
43.42342342,-67.18218468,-9.344594595,74.09873874,2523.533063
43.48348348,-67.3441967,-9.474324324,74.14678679,2518.930661
43.54354354,-67.50620871,-9.604054054,74.19483483,
43.6036036,-67.66822072,-9.733783784,74.24288288,
43.66366366,-67.83023273,-9.863513514,74.29093093,
43.72372372,-67.99224474,-9.993243243,74.33897898,
43.78378378,-68.15425676,-10.12297297,74.38702703,
43.84384384,-68.31626877,-10.2527027,74.43507508,2491.316246
43.9039039,-68.47828078,-10.38243243,74.48312312,2486.713844
43.96396396,-68.64029279,-10.51216216,74.53117117,2482.111441
44.02402402,-68.8023048,-10.33510511,74.58258258,2477.50952
44.08408408,-68.96431682,-9.697867868,74.63903904,2472.908318
44.14414414,-69.12632883,-9.060630631,74.6954955,2468.307117
44.2042042,-69.28834084,-8.423393393,74.75195195,2463.705916
44.26426426,-69.45035285,-7.786156156,74.80840841,2459.104715
44.32432432,-69.61236486,-7.148918919,74.86486486,2454.503514
44.38438438,-69.77437688,-6.511681682,74.92132132,2449.902312
44.44444444,-69.93638889,-5.874444444,74.97777778,2445.301111
44.5045045,-70.0984009,-5.237207207,75.03423423,2440.69991
44.56456456,-70.26041291,-4.59996997,75.09069069,2436.098709
44.62462462,-70.42242492,-3.962732733,75.14714715,2431.497508
44.68468468,-70.58443694,-3.325495495,75.2036036,2426.896306
44.74474474,-70.74644895,-2.688258258,75.26006006,2422.295105
44.8048048,-70.90846096,-2.051021021,75.31651652,2417.693904
44.86486486,-71.07047297,-1.413783784,75.37297297,2413.092703
44.92492492,-71.23248498,-0.776546547,75.42942943,2408.491502
44.98498498,-71.394497,-0.139309309,75.48588589,2403.8903
45.04504505,-71.55650901,0.012792793,75.5036036,2399.282793
45.10510511,-71.71852102,0.003183183,75.50840841,2394.673183
45.16516517,-71.88053303,-0.006426426,75.51321321,2390.063574
45.22522523,-72.04254505,-0.016036036,75.51801802,2385.453964
45.28528529,-72.20455706,-0.025645646,75.52282282,2380.844354
45.34534535,-72.36656907,-0.035255255,75.52762763,2376.234745
45.40540541,-72.52858108,-0.044864865,75.53243243,2371.625135
45.46546547,-72.69059309,-0.054474474,75.53723724,2367.015526
45.52552553,-72.85260511,-0.064084084,75.54204204,2362.405916
45.58558559,-73.01461712,-0.073693694,75.54684685,2357.796306
45.64564565,-73.17662913,-0.083303303,75.55165165,2353.186697
45.70570571,-73.33864114,-0.092912913,75.55645646,2348.577087
45.76576577,-73.50065315,-0.102522523,75.56126126,2343.967477
45.82582583,-73.66266517,-0.112132132,75.56606607,2339.357868
45.88588589,-73.82467718,-0.121741742,75.57087087,2334.748258
45.94594595,-73.98668919,-0.131351351,75.57567568,2330.138649
46.00600601,-74.1487012,-0.13963964,75.58096096,2325.528559
46.06606607,-74.31071321,-0.136036036,75.59057057,2320.914144
46.12612613,-74.47272523,-0.132432432,75.60018018,2316.29973
46.18618619,-74.63473724,-0.128828829,75.60978979,2311.685315
46.24624625,-74.79674925,-0.125225225,75.6193994,2307.070901
46.30630631,-74.95876126,-0.121621622,75.62900901,2302.456486
46.36636637,-75.12077327,-0.118018018,75.63861862,2297.842072
46.42642643,-75.28278529,-0.114414414,75.64822823,2293.227658
46.48648649,-75.4447973,-0.110810811,75.65783784,2288.613243
46.54654655,-75.60680931,-0.107207207,75.66744745,2283.998829
46.60660661,-75.76882132,-0.103603604,75.67705706,2279.384414
46.66666667,-75.93083333,-0.1,75.68666667,2274.77
46.72672673,-76.09284535,-0.096396396,75.69627628,2270.155586
46.78678679,-76.25485736,-0.092792793,75.70588589,2265.541171
46.84684685,-76.41686937,-0.089189189,75.7154955,2260.926757
46.90690691,-76.57888138,-0.085585586,75.72510511,2256.312342
46.96696697,-76.74089339,-0.081981982,75.73471471,2251.697928
47.02702703,-76.82837838,-0.076216216,75.78324324,2247.085135
47.08708709,-76.82477477,-0.067807808,75.87933934,2242.474324
47.14714715,-76.82117117,-0.059399399,75.97543544,2237.863514
47.20720721,-76.81756757,-0.050990991,76.07153153,2233.252703
47.26726727,-76.81396396,-0.042582583,76.16762763,2228.641892
47.32732733,-76.81036036,-0.034174174,76.26372372,2224.031081
47.38738739,-76.80675676,-0.025765766,76.35981982,2219.42027
47.44744745,-76.80315315,-0.017357357,76.45591592,2214.809459
47.50750751,-76.79954955,-0.008948949,76.55201201,2210.198649
47.56756757,-76.79594595,-0.000540541,76.64810811,2205.587838
47.62762763,-76.79234234,0.007867868,76.7442042,2200.977027
47.68768769,-76.78873874,0.016276276,76.8403003,2196.366216
47.74774775,-76.78513514,-10.37561562,76.9363964,2191.755405
47.80780781,-76.78153153,-10.46630631,77.03249249,2187.144595
47.86786787,-76.77792793,-10.556997,77.12858859,2182.533784
47.92792793,-76.77432432,-10.64768769,77.22468468,2177.922973
47.98798799,-76.77072072,-10.73837838,77.32078078,2173.312162
48.04804805,-76.77,-10.80456456,77.36402402,2168.701351
48.10810811,-76.77,-10.65021021,77.39405405,2164.090541
48.16816817,-76.77,-10.49585586,77.42408408,2159.47973
48.22822823,-76.77,0.046306306,77.45411411,2154.868919
48.28828829,-76.77,0.042702703,77.48414414,2150.258108
48.34834835,-76.77,0.039099099,77.51417417,2145.647297
48.40840841,-76.77,0.035495495,77.5442042,2141.036486
48.46846847,-76.77,0.031891892,77.57423423,2136.425676
48.52852853,-76.77,0.028288288,77.60426426,2131.814865
48.58858859,-76.77,0.024684685,77.63429429,2127.204054
48.64864865,-76.77,0.021081081,77.66432432,2122.593243
48.70870871,-76.77,0.017477477,77.69435435,2117.982432
48.76876877,-76.77,0.013873874,77.72438438,2113.371622
48.82882883,-76.77,0.01027027,77.75441441,2108.760811
48.88888889,-76.77,0.006666667,77.78444444,2104.15
